"X","all","all_genus","mam","mam_genus","amph","amph_genus","rep","rep_genus","tree_height","tree_density","elevation","temp","precip","ID","country","island","BGR","vert_all","mam_all","amp_all","rep_all","x","y"
1,0,0,0,0,0,0,0,0,11.24797,7593.405,1128.48,7.361988,163.4562,55,"New Zealand","South Island",0,2,0,0,2,172.0894,-42.943377493
2,0,0,0,0,0,0,0,0,30.50139,81379.16,873.6602,8.408183,238.9204,55,"New Zealand","South Island",0,5,1,0,4,172.3994,-40.983377493
3,0,0,0,0,0,0,0,0,26.65929,80632.88,363.8125,10.46209,360.1902,55,"New Zealand","South Island",0,3,1,0,2,171.5094,-42.713377493
4,0,0,0,0,0,0,0,0,32.95591,89565.59,794.1794,8.693134,343.4039,55,"New Zealand","South Island",0,0,0,0,3,171.3494,-42.293377493
5,0,0,0,0,0,0,0,0,26.10165,63403.09,1043.575,8.269448,294.9778,55,"New Zealand","South Island",0,5,1,0,4,171.6194,-41.913377493
6,0,0,0,0,0,0,0,0,20.75944,14309.26,1205.209,6.832652,287.9635,55,"New Zealand","South Island",0,1,0,0,1,171.7394,-42.703377493
7,0,0,0,0,0,0,0,0,30.76877,90994.9,825.1343,8.342005,287.2129,55,"New Zealand","South Island",0,3,2,0,1,171.1494,-42.953377493
8,0,0,0,0,0,0,0,0,21.56728,44614.4,1246.421,6.462217,156.9253,55,"New Zealand","South Island",0,2,1,0,1,172.5694,-42.303377493
9,0,0,0,0,0,0,0,0,30.48319,79649.11,491.8439,9.788222,209.7495,55,"New Zealand","South Island",0,6,1,0,5,172.2294,-41.323377493
10,0,0,0,0,0,0,0,0,18.07259,30060.97,1384.255,7.01889,164.3338,55,"New Zealand","South Island",0,4,1,0,3,172.2994,-42.583377493
11,0,0,0,0,0,0,0,0,29.81563,70306.78,628.908,8.037636,253.5111,55,"New Zealand","South Island",0,3,1,0,2,171.0094,-43.083377493
12,0,0,0,0,0,0,0,0,31.17218,59001.04,1234.88,7.307913,182.7376,55,"New Zealand","South Island",0,4,1,0,3,172.2894,-42.353377493
13,0,0,0,0,0,0,0,0,20.05322,49931.73,1157.848,7.457457,244.0093,55,"New Zealand","South Island",0,2,0,0,2,171.8294,-42.863377493
14,0,0,0,0,0,0,0,0,28.74665,83923.52,908.8097,6.788735,267.8842,55,"New Zealand","South Island",0,4,2,0,2,170.8294,-43.143377493
15,0,0,0,0,0,0,0,0,29.12944,86670.29,671.8411,9.297856,301.5647,55,"New Zealand","South Island",0,0,0,0,3,171.5194,-42.193377493
16,0,0,0,0,0,0,0,0,20.56114,17047.84,1096.202,7.933504,128.3492,55,"New Zealand","South Island",0,9,1,0,8,173.0194,-41.713377493
17,0,0,0,0,0,0,0,0,27.9371,95576.02,595.8905,9.219936,278.2684,55,"New Zealand","South Island",0,4,2,0,2,170.8194,-43.043377493
18,0,0,0,0,0,0,0,0,29.41514,75804.69,892.5471,8.146038,216.8574,55,"New Zealand","South Island",0,5,1,0,4,172.1394,-42.013377493
19,0,0,0,0,0,0,0,0,27.11781,64426.67,745.6284,8.389775,200.1579,55,"New Zealand","South Island",0,4,1,0,3,172.1794,-42.153377493
20,0,0,0,0,0,0,0,0,32.93917,78354.1,929.9194,8.625543,244.4779,55,"New Zealand","South Island",0,5,1,0,4,172.2594,-41.013377493
21,0,0,0,0,0,0,0,0,31.68914,48553.39,1277.736,5.690044,221.4935,55,"New Zealand","South Island",0,4,0,0,4,171.6294,-43.113377493
22,0,0,0,0,0,0,0,0,28.63429,81703.88,578.7062,10.25757,237.0434,55,"New Zealand","South Island",0,0,0,0,4,172.2694,-40.823377493
23,0,0,0,0,0,0,0,0,28.94278,68623.69,1022.636,7.34189,266.9704,55,"New Zealand","South Island",0,2,0,0,2,171.6094,-42.983377493
24,0,0,0,0,0,0,0,0,28.1534,79482.99,754.6049,7.912817,215.6032,55,"New Zealand","South Island",0,6,1,0,5,172.3994,-41.383377493
25,0,0,0,0,0,0,0,0,5.666448,34238.43,804.7784,7.359985,317.3525,55,"New Zealand","South Island",0,2,0,0,2,171.4294,-42.873377493
26,0,0,0,0,0,0,0,0,29.70458,866.3931,1896.799,4.655179,191.7188,55,"New Zealand","South Island",0,2,1,0,1,172.6394,-42.083377493
27,0,0,0,0,0,0,0,0,31.59081,64108.21,1115.37,7.668545,320.0033,55,"New Zealand","South Island",0,5,2,0,3,171.5494,-42.063377493
28,0,0,0,0,0,0,0,0,27.8465,88293.12,781.8162,8.08772,317.5913,55,"New Zealand","South Island",0,1,0,0,1,171.6594,-42.743377493
29,0,0,0,0,0,0,0,0,23.84208,37492.12,1362.837,7.106539,163.613,55,"New Zealand","South Island",0,4,1,0,3,172.2894,-42.593377493
30,0,0,0,0,0,0,0,0,28.50641,73926.85,780.7532,7.505454,207.0463,55,"New Zealand","South Island",0,7,1,0,6,172.6394,-41.223377493
31,0,0,0,0,0,0,0,0,27.09294,93703.98,521.2198,8.778521,354.361,55,"New Zealand","South Island",0,3,1,0,2,171.4594,-42.803377493
32,0,0,0,0,0,0,0,0,30.14919,75894.85,1202.098,7.654501,211.2678,55,"New Zealand","South Island",0,6,1,0,5,172.4694,-41.373377493
33,0,0,0,0,0,0,0,0,30.46646,73837.09,510.0458,8.446481,191.3033,55,"New Zealand","South Island",0,7,1,0,6,172.5194,-41.443377493
34,0,0,0,0,0,0,0,0,28.09506,78118.18,482.1355,10.19464,203.293,55,"New Zealand","South Island",0,6,1,0,5,172.2894,-41.243377493
35,0,0,0,0,0,0,0,0,30.46825,90907.91,288.6903,10.17058,290.6218,55,"New Zealand","South Island",0,4,2,0,2,170.9294,-42.943377493
36,0,0,0,0,0,0,0,0,24.16588,63777.21,672.4995,8.478637,272.6391,55,"New Zealand","South Island",0,3,2,0,1,170.9994,-43.023377493
37,0,0,0,0,0,0,0,0,28.563,82553.02,386.7047,9.347963,252.0322,55,"New Zealand","South Island",0,2,1,0,1,171.8994,-42.513377493
38,0,0,0,0,0,0,0,0,30.67593,51561.3,1207.595,5.98776,124.715,55,"New Zealand","South Island",0,5,0,0,5,173.1394,-41.953377493
39,0,0,0,0,0,0,0,0,28.88225,61210.32,873.3679,8.399368,212.9934,55,"New Zealand","South Island",0,6,1,0,5,172.2794,-41.543377493
40,0,0,0,0,0,0,0,0,30.01293,60726.65,572.8654,9.813593,120.4295,55,"New Zealand","South Island",0,5,0,0,5,173.5494,-41.403377493
41,0,0,0,0,0,0,0,0,19.79269,60772.9,665.6692,8.073631,238.6729,55,"New Zealand","South Island",0,2,0,0,2,171.8594,-42.853377493
42,0,0,0,0,0,0,0,0,30.9845,88951.97,963.5618,7.161106,280.2694,55,"New Zealand","South Island",0,2,1,0,1,170.4794,-43.313377493
43,0,0,0,0,0,0,0,0,30.06571,75138.2,828.2332,7.655479,219.3335,55,"New Zealand","South Island",0,6,1,0,5,172.3694,-41.423377493
44,0,0,0,0,0,0,0,0,29.9472,75546.67,730.108,9.088584,218.0213,55,"New Zealand","South Island",0,7,2,0,5,172.6994,-40.923377493
45,0,0,0,0,0,0,0,0,32.77702,50350.15,767.3232,7.106549,143.8134,55,"New Zealand","South Island",0,5,1,0,4,172.4894,-42.493377493
46,0,0,0,0,0,0,0,0,21.32067,28734.49,1157.342,8.05287,97.22522,55,"New Zealand","South Island",0,6,0,0,6,173.2294,-41.793377493
47,0,0,0,0,0,0,0,0,33.54001,86930.11,425.9433,10.89376,200.9237,55,"New Zealand","South Island",0,6,1,0,5,171.9794,-41.653377493
48,0,0,0,0,0,0,0,0,28.06265,74136.13,412.6925,10.68656,224.9875,55,"New Zealand","South Island",0,5,1,0,4,172.2294,-40.943377493
49,0,0,0,0,0,0,0,0,30.21933,73046.7,458.3618,9.662236,207.5108,55,"New Zealand","South Island",0,6,1,0,5,172.0894,-41.763377493
50,0,0,0,0,0,0,0,0,22.26324,16782.02,1520.448,6.356116,153.8763,55,"New Zealand","South Island",0,9,1,0,8,173.0294,-41.623377493
51,0,0,0,0,0,0,0,0,33.40654,79844.31,932.9272,7.939566,230.2256,55,"New Zealand","South Island",0,5,1,0,4,172.0894,-41.943377493
52,0,0,0,0,0,0,0,0,29.35297,87103.89,589.5983,8.589467,272.0155,55,"New Zealand","South Island",0,3,2,0,1,171.0594,-43.003377493
53,0,0,0,0,0,0,0,0,27.13768,82673.17,1015.094,8.067779,239.3014,55,"New Zealand","South Island",0,6,1,0,5,172.0694,-41.683377493
54,0,0,0,0,0,0,0,0,27.72766,61133.39,859.8441,6.848335,167.7641,55,"New Zealand","South Island",0,2,1,0,1,172.5094,-42.183377493
55,0,0,0,0,0,0,0,0,12.37809,10162.22,1802.554,5.311622,186.6128,55,"New Zealand","South Island",0,2,1,0,1,172.5894,-42.083377493
56,0,0,0,0,0,0,0,0,20.69763,44523.5,1298.187,6.469714,182.7401,55,"New Zealand","South Island",0,4,1,0,3,172.2894,-42.493377493
57,0,0,0,0,0,0,0,0,23.26154,36060.64,1215.959,6.450078,227.6914,55,"New Zealand","South Island",0,6,2,0,4,172.1494,-42.193377493
58,0,0,0,0,0,0,0,0,31.33132,65194.77,896.8985,6.833682,200.9222,55,"New Zealand","South Island",0,2,0,0,2,171.9894,-42.883377493
59,0,0,0,0,0,0,0,0,30.77633,94844.14,469.1942,10.01864,330.386,55,"New Zealand","South Island",0,1,1,0,0,170.2494,-43.343377493
60,0,0,0,0,0,0,0,0,27.84047,395969.7,537.9252,9.274467,100.4776,55,"New Zealand","South Island",0,4,0,0,4,172.0194,-43.253377493
61,0,0,0,0,0,0,0,0,30.68093,42406.62,1364.365,7.528772,209.6599,55,"New Zealand","South Island",0,7,1,0,6,172.5694,-41.263377493
62,0,0,0,0,0,0,0,0,27.89602,80000.58,261.8296,10.12605,293.2088,55,"New Zealand","South Island",0,0,0,0,3,171.4494,-42.273377493
63,0,0,0,0,0,0,0,0,30.55766,65658.47,1103.38,6.808867,180.1019,55,"New Zealand","South Island",0,4,1,0,3,172.3494,-42.333377493
64,0,0,0,0,0,0,0,0,29.1857,74225.24,499.3543,8.630243,223.0919,55,"New Zealand","South Island",0,7,2,0,5,172.6794,-40.913377493
65,0,0,0,0,0,0,0,0,28.02425,70916.24,563.2679,9.270417,119.3231,55,"New Zealand","South Island",0,5,0,0,5,173.5294,-41.433377493
66,0,0,0,0,0,0,0,0,26.92847,45601.41,827.3663,7.498945,274.7107,55,"New Zealand","South Island",0,2,1,0,1,170.3994,-43.403377493
67,0,0,0,0,0,0,0,0,28.37651,72728.62,867.8239,7.386514,139.7852,55,"New Zealand","South Island",0,4,0,0,4,172.0694,-43.143377493
68,0,0,0,0,0,0,0,0,32.25114,48181.27,1149.772,6.810648,251.413,55,"New Zealand","South Island",0,4,2,0,2,170.7994,-43.233377493
69,0,0,0,0,0,0,0,0,30.34869,71440.31,764.1364,7.496549,229.2081,55,"New Zealand","South Island",0,2,0,0,2,171.8494,-42.903377493
70,0,0,0,0,0,0,0,0,24.83452,72774.81,814.551,7.381506,243.7605,55,"New Zealand","South Island",0,5,1,0,4,172.3894,-41.103377493
71,0,0,0,0,0,0,0,0,19.6772,71888.42,96.16109,10.94056,357.0742,55,"New Zealand","South Island",0,0,0,0,0,169.8594,-43.533377493
72,0,0,0,0,0,0,0,0,29.07278,74655.83,620.1929,9.706841,290.7262,55,"New Zealand","South Island",0,4,2,0,2,170.7994,-42.993377493
73,0,0,0,0,0,0,0,0,30.74933,72365.21,1034.847,7.560317,216.1707,55,"New Zealand","South Island",0,6,1,0,5,172.4094,-41.423377493
74,0,0,0,0,0,0,0,0,30.32393,83284.66,729.23,9.924454,238.7102,55,"New Zealand","South Island",0,5,1,0,4,172.2294,-40.883377493
75,0,0,0,0,0,0,0,0,29.40312,75796.32,537.0095,10.36518,113.8593,55,"New Zealand","South Island",0,6,2,0,4,173.6894,-41.433377493
76,0,0,0,0,0,0,0,0,28.32904,83390.55,376.4289,10.51186,208.9011,55,"New Zealand","South Island",0,6,1,0,5,171.9594,-41.713377493
77,0,0,0,0,0,0,0,0,28.43434,26549.08,1474.559,6.294198,158.3412,55,"New Zealand","South Island",0,2,1,0,1,172.5994,-42.263377493
78,0,0,0,0,0,0,0,0,28.79472,87528.77,598.7424,9.16524,365.5535,55,"New Zealand","South Island",0,0,0,0,0,169.8994,-43.533377493
79,0,0,0,0,0,0,0,0,32.43777,77980,402.1817,10.06773,160.1524,55,"New Zealand","South Island",0,7,1,0,6,172.6594,-41.373377493
80,0,0,0,0,0,0,0,0,12.45374,9461.342,550.2521,9.308127,116.7993,55,"New Zealand","South Island",0,9,1,0,8,172.9794,-41.773377493
81,0,0,0,0,0,0,0,0,25.54168,45596.02,1118.699,8.706682,265.7531,55,"New Zealand","South Island",0,1,0,0,1,171.8394,-42.593377493
82,0,0,0,0,0,0,0,0,28.7109,75923.96,756.1812,10.07224,122.9178,55,"New Zealand","South Island",0,5,0,0,5,173.4394,-41.403377493
83,0,0,0,0,0,0,0,0,29.25348,8345.252,1283.533,7.000026,182.9743,55,"New Zealand","South Island",0,4,1,0,3,172.2894,-42.403377493
84,0,0,0,0,0,0,0,0,30.65307,3854.115,1725.96,5.669845,173.4656,55,"New Zealand","South Island",0,2,1,0,1,172.6894,-42.033377493
85,0,0,0,0,0,0,0,0,22.82461,47756.55,713.3606,7.545398,152.4583,55,"New Zealand","South Island",0,4,1,0,3,172.3794,-42.483377493
86,0,0,0,0,0,0,0,0,28.36909,89249.11,627.7653,8.905936,310.2582,55,"New Zealand","South Island",0,0,0,0,3,171.4894,-42.133377493
87,0,0,0,0,0,0,0,0,33.62165,84972.25,1058.736,9.037409,214.9877,55,"New Zealand","South Island",0,6,1,0,5,172.2094,-41.473377493
88,0,0,0,0,0,0,0,0,24.04485,78960.16,858.1601,9.885135,192.4343,55,"New Zealand","South Island",0,7,1,0,6,172.4794,-41.243377493
89,0,0,0,0,0,0,0,0,30.65331,38687.36,1291.214,7.787261,213.9559,55,"New Zealand","South Island",0,6,1,0,5,172.3694,-41.493377493
90,0,0,0,0,0,0,0,0,25.55132,62774.11,774.7374,7.347453,245.6568,55,"New Zealand","South Island",0,5,1,0,4,172.3794,-41.093377493
91,0,0,0,0,0,0,0,0,33.16421,78746.76,427.7454,8.943328,328.6115,55,"New Zealand","South Island",0,0,0,0,3,171.4194,-42.263377493
92,0,0,0,0,0,0,0,0,33.15741,75103.57,698.1403,7.569579,229.9061,55,"New Zealand","South Island",0,6,2,0,4,172.0894,-42.113377493
93,0,0,0,0,0,0,0,0,30.99268,310142.6,1209.9,7.852299,121.9834,55,"New Zealand","South Island",0,4,0,0,4,172.0694,-43.223377493
94,0,0,0,0,0,0,0,0,33.06642,79566.08,756.3494,7.630583,163.4066,55,"New Zealand","South Island",0,2,1,0,1,172.4994,-42.113377493
95,0,0,0,0,0,0,0,0,23.49596,64385.41,992.769,7.619556,249.4166,55,"New Zealand","South Island",0,5,1,0,4,172.3394,-41.043377493
96,0,0,0,0,0,0,0,0,29.85331,71288.79,708.7018,9.854918,240.7075,55,"New Zealand","South Island",0,0,0,0,4,172.3394,-40.813377493
97,0,0,0,0,0,0,0,0,28.78384,70941.53,768.0233,7.608778,225.6687,55,"New Zealand","South Island",0,6,1,0,5,172.3694,-41.333377493
98,0,0,0,0,0,0,0,0,27.31403,80848.57,975.2247,8.713863,245.0883,55,"New Zealand","South Island",0,5,1,0,4,172.2494,-41.003377493
99,0,0,0,0,0,0,0,0,21.96476,17188.39,1457.478,6.327204,200.7692,55,"New Zealand","South Island",0,4,1,0,3,172.1794,-42.543377493
100,0,0,0,0,0,0,0,0,25.61444,81338.52,851.5425,7.568942,254.6027,55,"New Zealand","South Island",0,3,1,0,2,170.9994,-43.093377493
101,0,0,0,0,0,0,0,0,27.57043,65455.27,679.9418,7.366735,212.7223,55,"New Zealand","South Island",0,3,1,0,2,172.0194,-42.693377493
102,0,0,0,0,0,0,0,0,34.83299,81439.49,394.2491,10.6591,219.8499,55,"New Zealand","South Island",0,5,1,0,4,171.7694,-41.893377493
103,0,0,0,0,0,0,0,0,25.45254,57195.07,1328.121,6.964078,234.5661,55,"New Zealand","South Island",0,7,2,0,5,172.5594,-41.073377493
104,0,0,0,0,0,0,0,0,32.12336,69507.59,1108.49,5.790701,189.9965,55,"New Zealand","South Island",0,4,1,0,3,172.3894,-42.313377493
105,0,0,0,0,0,0,0,0,31.10877,84962.95,972.4332,8.219493,226.9042,55,"New Zealand","South Island",0,6,1,0,5,172.1394,-41.693377493
106,0,0,0,0,0,0,0,0,28.99466,33038.56,1114.201,7.50642,256.7232,55,"New Zealand","South Island",0,3,2,0,1,170.6794,-43.243377493
107,0,0,0,0,0,0,0,0,31.53927,9448.685,1549.12,5.847509,216.4853,55,"New Zealand","South Island",0,2,0,0,2,171.9994,-42.813377493
108,0,0,0,0,0,0,0,0,28.927,79504.13,653.6685,9.716852,163.3147,55,"New Zealand","South Island",0,4,1,0,3,172.5294,-41.683377493
109,0,0,0,0,0,0,0,0,31.5015,68288.1,1324.399,7.338496,150.4907,55,"New Zealand","South Island",0,4,1,0,3,172.4094,-42.493377493
110,0,0,0,0,0,0,0,0,30.09476,54267.86,956.707,5.982319,178.4491,55,"New Zealand","South Island",0,2,1,0,1,172.5094,-42.213377493
111,0,0,0,0,0,0,0,0,30.86762,80748.54,984.2642,8.144495,231.4806,55,"New Zealand","South Island",0,6,1,0,5,172.1094,-41.723377493
112,0,0,0,0,0,0,0,0,25.28752,41654.17,1573.904,6.318839,282.649,55,"New Zealand","South Island",0,4,2,0,2,170.9194,-43.063377493
113,0,0,0,0,0,0,0,0,25.89749,76646.16,381.619,10.77678,107.0012,55,"New Zealand","South Island",0,5,0,0,5,173.5594,-41.493377493
114,0,0,0,0,0,0,0,0,25.98439,33394.35,1273.626,6.927321,208.0526,55,"New Zealand","South Island",0,2,1,0,1,172.1094,-42.563377493
115,0,0,0,0,0,0,0,0,31.17001,55719.94,890.9579,8.385658,143.663,55,"New Zealand","South Island",0,4,1,0,3,172.7594,-41.803377493
116,0,0,0,0,0,0,0,0,26.59451,69115.02,970.5866,9.446392,238.7495,55,"New Zealand","South Island",0,5,1,0,4,172.4194,-40.893377493
117,0,0,0,0,0,0,0,0,23.78606,76992.29,127.8162,12.30009,165.8294,55,"New Zealand","South Island",0,6,2,0,4,172.1294,-41.363377493
118,0,0,0,0,0,0,0,0,0.2799267,12510.03,1312.879,5.885869,179.7843,55,"New Zealand","South Island",0,2,1,0,1,172.5894,-42.053377493
119,0,0,0,0,0,0,0,0,29.46959,22436.56,1347.857,6.584241,320.0296,55,"New Zealand","South Island",0,2,0,0,2,171.3994,-42.813377493
120,0,0,0,0,0,0,0,0,29.43201,63816.93,1070.626,7.796726,228.9717,55,"New Zealand","South Island",0,6,1,0,5,172.2894,-41.383377493
121,0,0,0,0,0,0,0,0,29.54505,59674.32,491.5976,9.226629,230.1504,55,"New Zealand","South Island",0,5,1,0,4,172.4594,-40.953377493
122,0,0,0,0,0,0,0,0,28.7751,31587.9,1426.267,5.971013,195.4986,55,"New Zealand","South Island",0,4,1,0,3,172.3494,-42.283377493
123,0,0,0,0,0,0,0,0,30.84236,73316.01,486.1182,9.265485,200.3162,55,"New Zealand","South Island",0,5,1,0,4,172.1494,-41.943377493
124,0,0,0,0,0,0,0,0,27.99056,78662.83,533.6935,9.15713,314.0707,55,"New Zealand","South Island",0,1,0,0,1,171.6794,-42.623377493
125,0,0,0,0,0,0,0,0,0.7668878,689.9263,1604.341,5.927898,296.2915,55,"New Zealand","South Island",0,2,0,0,2,171.3794,-42.903377493
126,0,0,0,0,0,0,0,0,31.96609,79872.81,1182.778,7.95332,202.0756,55,"New Zealand","South Island",0,4,1,0,3,172.3894,-41.633377493
127,0,0,0,0,0,0,0,0,23.45728,4410.086,1259.74,6.042048,267.5461,55,"New Zealand","South Island",0,3,1,0,2,171.0994,-43.073377493
128,0,0,0,0,0,0,0,0,19.53391,52288.96,1373.544,5.603016,161.5293,55,"New Zealand","South Island",0,3,0,0,3,172.8694,-41.903377493
129,0,0,0,0,0,0,0,0,4.944262,71694.7,1002.881,6.654272,135.0145,55,"New Zealand","South Island",0,3,0,0,3,172.8794,-42.003377493
130,0,0,0,0,0,0,0,0,30.77422,26076.02,1190.625,6.235694,204.8595,55,"New Zealand","South Island",0,4,1,0,3,172.1894,-42.483377493
131,0,0,0,0,0,0,0,0,28.12222,78463.23,554.5198,9.262452,160.9501,55,"New Zealand","South Island",0,7,1,0,6,172.6594,-41.583377493
132,0,0,0,0,0,0,0,0,34.64589,85106.95,339.351,10.13033,287.114,55,"New Zealand","South Island",0,0,0,0,3,171.4694,-42.253377493
133,0,0,0,0,0,0,0,0,29.92945,74850.04,478.458,10.92721,207.1645,55,"New Zealand","South Island",0,1,1,0,0,172.1594,-41.153377493
134,0,0,0,0,0,0,0,0,9.358693,27423.12,1098.495,5.797043,266.2792,55,"New Zealand","South Island",0,2,0,0,2,171.6894,-42.873377493
135,0,0,0,0,0,0,0,0,31.70222,59872.78,1163.579,6.20859,171.3953,55,"New Zealand","South Island",0,3,0,0,3,172.1794,-42.893377493
136,0,0,0,0,0,0,0,0,29.8793,92260.94,325.9294,9.525393,325.3714,55,"New Zealand","South Island",0,1,1,0,0,170.2694,-43.343377493
137,0,0,0,0,0,0,0,0,28.61279,85981.76,707.6459,9.772392,233.1346,55,"New Zealand","South Island",0,7,2,0,5,172.4794,-40.903377493
138,0,0,0,0,0,0,0,0,30.22124,58528.38,739.3773,9.998505,206.4601,55,"New Zealand","South Island",0,7,2,0,5,172.7294,-40.933377493
139,0,0,0,0,0,0,0,0,30.93941,84236.8,858.3517,6.990517,150.2421,55,"New Zealand","South Island",0,3,0,0,3,172.8194,-41.853377493
140,0,0,0,0,0,0,0,0,28.71491,73722.86,497.3575,9.9724,207.9308,55,"New Zealand","South Island",0,6,2,0,4,172.1194,-41.493377493
141,0,0,0,0,0,0,0,0,27.60247,78358.27,1184.565,7.21928,242.9932,55,"New Zealand","South Island",0,7,2,0,5,172.6294,-40.893377493
142,0,0,0,0,0,0,0,0,27.9546,72762.95,819.4095,8.074364,177.3805,55,"New Zealand","South Island",0,4,1,0,3,172.3694,-42.093377493
143,0,0,0,0,0,0,0,0,25.00963,61113.67,633.326,9.635442,201.5025,55,"New Zealand","South Island",0,7,2,0,5,172.7194,-40.993377493
144,0,0,0,0,0,0,0,0,29.99373,57329.15,1257.021,6.747083,286.4383,55,"New Zealand","South Island",0,3,2,0,1,171.0894,-42.983377493
145,0,0,0,0,0,0,0,0,31.70131,67455.73,1089.128,7.277709,161.6729,55,"New Zealand","South Island",0,4,1,0,3,172.2794,-42.603377493
146,0,0,0,0,0,0,0,0,31.72725,75815.05,627.9273,8.046803,161.2674,55,"New Zealand","South Island",0,2,1,0,1,172.4994,-42.073377493
147,0,0,0,0,0,0,0,0,28.83304,60560.83,443.5463,8.794434,232.2964,55,"New Zealand","South Island",0,6,1,0,5,172.2794,-41.133377493
148,0,0,0,0,0,0,0,0,28.58676,85776.98,1290.359,7.567743,165.0299,55,"New Zealand","South Island",0,2,1,0,1,172.5294,-42.083377493
149,0,0,0,0,0,0,0,0,31.82169,93226.44,522.4343,8.057409,309.6609,55,"New Zealand","South Island",0,3,2,0,1,171.2594,-42.893377493
150,0,0,0,0,0,0,0,0,32.36189,75436.27,992.8357,7.856415,149.5806,55,"New Zealand","South Island",0,4,1,0,3,172.7294,-41.833377493
151,0,0,0,0,0,0,0,0,28.83681,84962.23,244.2771,10.2597,277.5068,55,"New Zealand","South Island",0,4,2,0,2,170.8494,-43.013377493
152,0,0,0,0,0,0,0,0,30.29529,82185.48,337.4535,11.31266,237.805,55,"New Zealand","South Island",0,0,0,0,5,172.5794,-40.653377493
153,0,0,0,0,0,0,0,0,28.06883,63141.32,1033.816,7.886702,175.4875,55,"New Zealand","South Island",0,4,1,0,3,172.6094,-41.643377493
154,0,0,0,0,0,0,0,0,24.30886,771.6131,1833.701,5.296575,271.0433,55,"New Zealand","South Island",0,2,0,0,2,171.6594,-42.873377493
155,0,0,0,0,0,0,0,0,25.27882,13861.68,1288.734,5.704152,233.8112,55,"New Zealand","South Island",0,4,0,0,4,171.6294,-43.063377493
156,0,0,0,0,0,0,0,0,28.02652,80409.2,746.9061,8.143633,212.8529,55,"New Zealand","South Island",0,4,1,0,3,172.2894,-41.603377493
157,0,0,0,0,0,0,0,0,27.25286,90766.9,555.2725,9.201562,322.598,55,"New Zealand","South Island",0,3,2,0,1,171.1994,-42.853377493
158,0,0,0,0,0,0,0,0,26.01801,75549.54,787.0434,7.78214,218.1335,55,"New Zealand","South Island",0,7,2,0,5,172.6594,-41.033377493
159,0,0,0,0,0,0,0,0,31.33237,71859.25,1272.683,7.246658,218.8711,55,"New Zealand","South Island",0,6,2,0,4,172.1294,-42.283377493
160,0,0,0,0,0,0,0,0,28.99312,50126.99,1455.637,5.503915,153.4829,55,"New Zealand","South Island",0,3,0,0,3,172.9594,-41.913377493
161,0,0,0,0,0,0,0,0,30.42753,61548.19,1335.707,7.489799,200.6333,55,"New Zealand","South Island",0,7,1,0,6,172.5894,-41.363377493
162,0,0,0,0,0,0,0,0,30.48366,79512.3,475.6417,10.04198,194.8713,55,"New Zealand","South Island",0,4,1,0,3,172.1794,-41.633377493
163,0,0,0,0,0,0,0,0,33.39301,85162.24,425.3125,10.57533,208.1481,55,"New Zealand","South Island",0,6,1,0,5,171.9494,-41.743377493
164,0,0,0,0,0,0,0,0,26.03883,70775.36,367.3918,9.726788,192.0854,55,"New Zealand","South Island",0,7,1,0,6,172.5094,-41.233377493
165,0,0,0,0,0,0,0,0,22.56133,7843.597,1451.965,6.164978,152.789,55,"New Zealand","South Island",0,9,1,0,8,173.0294,-41.663377493
166,0,0,0,0,0,0,0,0,29.78541,60479.33,503.9232,9.618291,168.0002,55,"New Zealand","South Island",0,7,1,0,6,172.6494,-41.363377493
167,0,0,0,0,0,0,0,0,23.32576,72206.43,275.0708,10.69852,181.7056,55,"New Zealand","South Island",0,6,1,0,5,172.2094,-41.573377493
168,0,0,0,0,0,0,0,0,30.93796,75404.31,629.5121,9.328031,215.848,55,"New Zealand","South Island",0,6,2,0,4,172.1194,-41.563377493
169,0,0,0,0,0,0,0,0,26.51863,71102.93,454.1422,9.654437,192.9964,55,"New Zealand","South Island",0,6,1,0,5,172.4394,-41.323377493
170,0,0,0,0,0,0,0,0,31.02608,69925.4,504.9683,10.79832,196.6479,55,"New Zealand","South Island",0,6,1,0,5,172.2594,-41.243377493
171,0,0,0,0,0,0,0,0,34.37896,84531.91,502.1522,9.6895,266.2298,55,"New Zealand","South Island",0,5,2,0,3,171.5594,-41.933377493
172,0,0,0,0,0,0,0,0,26.68989,72367.47,441.0157,10.07732,200.5699,55,"New Zealand","South Island",0,6,1,0,5,172.0694,-41.823377493
173,0,0,0,0,0,0,0,0,12.72586,37068.91,1166.317,5.861099,172.1013,55,"New Zealand","South Island",0,4,0,0,4,172.0694,-43.073377493
174,0,0,0,0,0,0,0,0,23.17562,51000.37,1169.378,6.793175,247.8977,55,"New Zealand","South Island",0,2,0,0,2,171.7294,-42.943377493
175,0,0,0,0,0,0,0,0,30.91583,76507.95,206.9234,11.0867,204.9804,55,"New Zealand","South Island",0,5,1,0,4,171.8394,-41.883377493
176,0,0,0,0,0,0,0,0,30.48662,76360.95,765.805,8.509727,191.0736,55,"New Zealand","South Island",0,4,1,0,3,172.4294,-41.623377493
177,0,0,0,0,0,0,0,0,29.33047,61336.68,752.7747,9.317062,122.4819,55,"New Zealand","South Island",0,5,0,0,5,173.5294,-41.393377493
178,0,0,0,0,0,0,0,0,29.74547,35397.79,1195.574,7.08278,246.3962,55,"New Zealand","South Island",0,5,1,0,4,172.0694,-41.903377493
